day,src_ip,dst_ip,connection_count,delta_mean_s,delta_std_s,delta_cv,recurrent_ratio,bytes_out_mean,bytes_out_cv,bytes_in_mean,duration_mean_ms,packets_out_mean,tls_ratio,night_ratio,unique_ports,label
2026-08-01,10.20.0.101,104.26.10.78,24,2663.151913043478,5947.237440331565,2.233157414416889,0.13043478260869565,4531.791666666667,0.8094433945072906,30884.541666666668,1995.7083333333333,18.291666666666668,1.0,0.041666666666666664,1,0
2026-08-01,10.20.0.101,13.107.42.12,11,4632.5455999999995,5125.681784126989,1.106450368049694,0.0,3190.818181818182,0.6251931609119586,24502.545454545456,1842.0,18.545454545454547,1.0,0.09090909090909091,1,0
2026-08-01,10.20.0.101,142.250.74.14,9,4563.9865,3953.255073925695,0.8661846554378929,0.0,3338.3333333333335,0.5915024828512313,20805.0,985.2222222222222,19.22222222222222,1.0,0.0,1,0
2026-08-01,10.20.0.101,151.101.1.69,25,2178.1948749999997,3966.3919901114828,1.8209536876775005,0.0,4210.56,0.5266934276434236,33018.12,1767.48,20.4,0.56,0.04,2,0
2026-08-01,10.20.0.101,17.253.144.10,281,307.47857142857146,69.84041606314692,0.22713913278139167,0.9285714285714286,1442.220640569395,0.3897023927108367,4202.195729537367,638.2419928825623,6.690391459074733,1.0,0.3167259786476868,1,0
2026-08-01,10.20.0.101,172.217.20.174,19,2674.2014444444444,2499.518880221579,0.934678606734821,0.3333333333333333,4004.6315789473683,0.6472775172959394,35799.0,1770.4736842105262,16.210526315789473,1.0,0.0,1,0
2026-08-01,10.20.0.101,192.0.2.10,1,0.0,0.0,0.0,0.0,7944.0,0.0,1.0,1239.0,10.0,0.0,0.0,1,0
2026-08-01,10.20.0.101,192.0.2.20,1,0.0,0.0,0.0,0.0,8464.0,0.0,10180.0,3412.0,25.0,0.0,0.0,1,0
2026-08-01,10.20.0.101,192.0.2.30,1,0.0,0.0,0.0,0.0,1.0,0.0,71558.0,20.0,29.0,1.0,0.0,1,0
2026-08-01,10.20.0.101,192.0.2.40,1,0.0,0.0,0.0,0.0,5213.0,0.0,24886.0,2353.0,18.0,1.0,0.0,1,0
2026-08-01,10.20.0.101,192.0.2.50,2,18967.22,0.0,0.0,1.0,6662.5,0.3427392120075047,41535.5,742.0,11.5,0.0,0.0,2,0
2026-08-01,10.20.0.101,198.51.100.10,4,3380.7676666666666,926.8652180593587,0.27415821181619954,0.6666666666666666,3496.5,0.8031358700436724,35835.25,1534.0,9.5,0.25,0.0,2,0
2026-08-01,10.20.0.101,198.51.100.20,7,6112.614666666667,4393.291424016761,0.7187254004369479,0.0,3556.1428571428573,0.6628875884671672,42833.71428571428,945.7142857142857,22.428571428571427,1.0,0.0,1,0
2026-08-01,10.20.0.101,203.0.113.25,1,0.0,0.0,0.0,0.0,5501.0,0.0,36062.0,3415.0,19.0,0.0,0.0,1,0
2026-08-01,10.20.0.101,203.0.113.50,2,18119.989,0.0,0.0,1.0,4643.0,0.14430325220762438,14236.0,1548.5,13.5,1.0,0.0,1,0
2026-08-01,10.20.0.101,23.215.0.136,21,2074.10645,1618.974759549125,0.7805649317319877,0.1,3797.0476190476193,0.8786991434352618,29359.380952380954,1907.1904761904761,18.38095238095238,0.42857142857142855,0.0,2,0
2026-08-01,10.20.0.101,52.85.12.44,20,3509.015842105263,4516.803780549766,1.2871995977766437,0.05263157894736842,4833.3,0.6148558402410558,15900.1,1906.95,16.65,1.0,0.1,1,0
2026-08-01,10.20.0.102,104.18.32.47,8,3931.7507142857144,2486.8742761380895,0.632510669382528,0.14285714285714285,5444.0,0.631631188019165,34664.125,1874.75,15.0,1.0,0.0,1,0
2026-08-01,10.20.0.102,104.26.10.78,21,2758.8126,3439.0254590437016,1.246560008839927,0.15,3707.7619047619046,0.7294193173791631,25445.428571428572,2242.3809523809523,15.952380952380953,1.0,0.09523809523809523,1,0
2026-08-01,10.20.0.102,13.107.42.12,12,5183.418454545455,6283.136303723025,1.2121607311509268,0.09090909090909091,5679.416666666667,0.4086305671355643,28350.833333333332,2479.0,15.083333333333334,1.0,0.08333333333333333,1,0
2026-08-01,10.20.0.102,142.250.74.14,9,4725.158125,4972.594433129411,1.052365720169293,0.0,5131.555555555556,0.7312516018148302,33510.11111111111,2235.6666666666665,20.11111111111111,1.0,0.1111111111111111,1,0
2026-08-01,10.20.0.102,151.101.1.69,15,3092.8617142857142,4449.723377252881,1.438707510490985,0.14285714285714285,4293.866666666667,0.6274533682415769,31589.066666666666,2762.4666666666667,15.2,0.4,0.0,2,0
2026-08-01,10.20.0.102,17.253.144.10,9,6493.298,5134.659757690547,0.7907629925025077,0.25,5730.222222222223,0.37188763026505683,31066.88888888889,1976.2222222222222,22.22222222222222,1.0,0.1111111111111111,1,0
2026-08-01,10.20.0.102,172.217.20.174,22,2448.894523809524,3097.5064724623962,1.2648590792076606,0.09523809523809523,4038.6363636363635,0.7976712536619922,37036.545454545456,2331.090909090909,16.454545454545453,1.0,0.09090909090909091,1,0
2026-08-01,10.20.0.102,192.0.2.20,1,0.0,0.0,0.0,0.0,1.0,0.0,51472.0,2652.0,10.0,1.0,0.0,1,0
2026-08-01,10.20.0.102,192.0.2.40,2,18647.912,0.0,0.0,1.0,7552.5,0.32154915590863953,24623.5,2644.0,20.5,1.0,0.0,1,0
2026-08-01,10.20.0.102,192.0.2.50,1,0.0,0.0,0.0,0.0,6667.0,0.0,62458.0,2931.0,14.0,0.0,0.0,1,0
2026-08-01,10.20.0.102,198.51.100.10,4,14113.064333333334,13067.642882714907,0.925925268536524,0.3333333333333333,2860.75,1.0052193502549078,17426.75,2811.5,27.5,0.5,0.25,2,0
2026-08-01,10.20.0.102,198.51.100.20,5,19684.791250000002,13483.294688620737,0.6849600037603009,0.5,4996.8,0.5504034616501909,32911.6,799.8,21.4,1.0,0.4,1,0
2026-08-01,10.20.0.102,203.0.113.50,48,1800.063829787234,367.9843152959115,0.2044284814830188,0.9574468085106383,1372.0416666666667,0.2620159569551883,3730.25,662.4166666666666,6.6875,1.0,0.3125,1,0
2026-08-01,10.20.0.102,23.215.0.136,8,3226.7757142857145,2895.2012027864175,0.8972427770447954,0.14285714285714285,4132.625,0.6939170488894428,21734.25,1329.5,19.0,0.0,0.0,2,0
2026-08-01,10.20.0.102,52.85.12.44,21,2887.1032,3651.3074629178323,1.2646958594752804,0.15,3990.714285714286,0.7403608133804608,28779.333333333332,2722.5238095238096,21.666666666666668,1.0,0.047619047619047616,1,0
2026-08-01,10.20.0.103,104.18.32.47,4,8007.820333333333,5366.186972415102,0.6701183029891199,0.3333333333333333,6884.75,0.5763128821313271,34312.0,1956.5,16.75,1.0,0.0,1,0
2026-08-01,10.20.0.103,104.26.10.78,18,3048.9623529411765,2821.878287602049,0.9255208693803416,0.11764705882352941,3228.0555555555557,0.8731156074456909,27613.88888888889,2452.777777777778,18.055555555555557,1.0,0.05555555555555555,1,0
2026-08-01,10.20.0.103,13.107.42.12,8,2688.788285714286,1796.6007086530872,0.6681822879839772,0.14285714285714285,3104.625,0.7079154961384679,19557.125,2257.375,17.875,1.0,0.0,1,0
2026-08-01,10.20.0.103,142.250.74.14,100,862.8787878787879,289.9902621658452,0.33607299917376265,0.8080808080808081,1481.76,0.5356554255186292,6969.78,851.38,6.9,1.0,0.3,1,0
2026-08-01,10.20.0.103,151.101.1.69,23,3436.209090909091,4691.14292362621,1.3652088099170678,0.13636363636363635,3183.8695652173915,0.8815456454638498,39106.95652173913,2653.782608695652,19.652173913043477,0.5217391304347826,0.13043478260869565,2,0
2026-08-01,10.20.0.103,17.253.144.10,11,2981.947,3535.4476887023798,1.1856172120773376,0.0,4408.090909090909,0.5483162055140965,36369.27272727273,1782.7272727272727,18.90909090909091,1.0,0.0,1,0
2026-08-01,10.20.0.103,172.217.20.174,23,2390.8037727272726,3470.350233559326,1.4515412235612197,0.09090909090909091,3401.5652173913045,0.9104598350546232,24740.434782608696,1750.7826086956522,18.695652173913043,1.0,0.043478260869565216,1,0
2026-08-01,10.20.0.103,192.0.2.10,3,3009.385,607.2090000000001,0.20177179058179662,0.0,5034.666666666667,0.4097186882383117,45308.333333333336,4192.666666666667,22.333333333333332,0.3333333333333333,0.0,3,0
2026-08-01,10.20.0.103,192.0.2.20,1,0.0,0.0,0.0,0.0,5069.0,0.0,1.0,472.0,10.0,0.0,0.0,1,0
2026-08-01,10.20.0.103,192.0.2.30,1,0.0,0.0,0.0,0.0,3380.0,0.0,1.0,2562.0,33.0,0.0,0.0,1,0
2026-08-01,10.20.0.103,192.0.2.50,2,3607.125,0.0,0.0,1.0,4048.5,0.9997529949363962,17413.5,3365.5,16.0,0.0,0.0,2,0
2026-08-01,10.20.0.103,198.51.100.10,4,7075.778000000001,4896.792667777825,0.6920500710703227,0.3333333333333333,1821.75,0.9294080113515931,37257.75,1800.0,13.25,0.25,0.0,2,0
2026-08-01,10.20.0.103,198.51.100.20,2,17017.331,0.0,0.0,1.0,4676.5,0.2930610499305036,7369.5,1630.5,26.5,1.0,0.5,1,0
2026-08-01,10.20.0.103,203.0.113.25,3,13274.325499999999,1036.8545000000004,0.07810976911783582,1.0,4270.666666666667,0.10327227074477605,54188.666666666664,2329.0,16.0,0.0,0.0,2,0
2026-08-01,10.20.0.103,203.0.113.50,6,5418.945,3145.265399887202,0.580420247831857,0.2,3038.1666666666665,0.5569332024302583,27165.333333333332,2043.1666666666667,21.0,1.0,0.0,1,0
2026-08-01,10.20.0.103,23.215.0.136,24,1715.2822173913044,1722.8289426464419,1.0043996988825636,0.043478260869565216,4652.541666666667,0.6705820831673993,30275.791666666668,2370.0416666666665,15.333333333333334,0.375,0.0,2,0
2026-08-01,10.20.0.103,52.85.12.44,21,2457.5536500000003,4134.582124409784,1.682397503065613,0.2,2774.5238095238096,0.7381090380791937,20886.04761904762,2234.0476190476193,17.904761904761905,1.0,0.047619047619047616,1,0
2026-08-01,10.20.0.104,104.18.32.47,6,9110.2014,5953.001559963599,0.6534434639352319,0.2,3950.6666666666665,0.4316498146851934,44862.5,3405.8333333333335,16.833333333333332,1.0,0.16666666666666666,1,0
2026-08-01,10.20.0.104,104.26.10.78,19,2092.5770555555555,2240.3388576900466,1.0706123589294838,0.16666666666666666,3433.1052631578946,0.7840983155996046,32837.36842105263,1878.3157894736842,14.842105263157896,1.0,0.0,1,0
2026-08-01,10.20.0.104,13.107.42.12,12,6653.263,7380.187216386439,1.1092583017365223,0.2727272727272727,3976.75,0.6336093224900206,28619.166666666668,2594.8333333333335,16.75,1.0,0.08333333333333333,1,0
2026-08-01,10.20.0.104,142.250.74.14,5,6201.041,5176.488314207471,0.834777308230581,0.0,5613.8,0.43461320039040824,23629.0,1745.8,11.2,1.0,0.0,1,0
2026-08-01,10.20.0.104,151.101.1.69,30,2237.705,3911.4833834134133,1.7479888472401024,0.034482758620689655,3863.366666666667,0.8165873290939304,28247.266666666666,1925.3666666666666,17.966666666666665,0.5333333333333333,0.06666666666666667,2,0
2026-08-01,10.20.0.104,17.253.144.10,10,3886.427666666667,2131.8672792338125,0.548541607378553,0.2222222222222222,3538.2,0.6084476318407831,32330.4,2538.1,18.8,1.0,0.0,1,0
2026-08-01,10.20.0.104,172.217.20.174,26,1467.2046400000002,1604.915651055142,1.0938594435300735,0.08,3280.576923076923,0.8818766220480782,38179.692307692305,2231.423076923077,20.346153846153847,1.0,0.0,1,0
2026-08-01,10.20.0.104,192.0.2.10,1,0.0,0.0,0.0,0.0,7648.0,0.0,2539.0,1307.0,19.0,1.0,0.0,1,0
2026-08-01,10.20.0.104,192.0.2.20,1,0.0,0.0,0.0,0.0,7699.0,0.0,1.0,6501.0,31.0,1.0,0.0,1,0
2026-08-01,10.20.0.104,198.51.100.10,7,5930.695,4942.868419660861,0.8334383102926152,0.3333333333333333,5363.571428571428,0.6353320024178852,47731.57142857143,1380.0,13.571428571428571,0.7142857142857143,0.0,2,0
2026-08-01,10.20.0.104,198.51.100.20,5,7323.817,4716.738158487919,0.6440273095966104,0.0,4492.4,0.3945319642211606,42123.4,1189.4,20.4,1.0,0.0,1,0
2026-08-01,10.20.0.104,203.0.113.25,2,23894.542,0.0,0.0,1.0,5256.5,0.14201464853039095,21611.0,3469.0,22.5,0.5,0.0,2,0
2026-08-01,10.20.0.104,203.0.113.50,3,8970.4465,1144.1744999999996,0.12754933659099352,0.0,3111.3333333333335,1.1873893956438712,16168.333333333334,2528.0,26.0,1.0,0.0,1,0
2026-08-01,10.20.0.104,23.215.0.136,17,3263.350875,3257.5937786794193,0.9982358328781974,0.0,4928.941176470588,0.4095335255402541,34374.294117647056,2022.5882352941176,14.117647058823529,0.5294117647058824,0.0,2,0
2026-08-01,10.20.0.104,52.85.12.44,24,2597.106695652174,4200.050837930276,1.6172038079766216,0.17391304347826086,2878.1666666666665,0.8530538223898528,34852.833333333336,2440.1666666666665,16.166666666666668,1.0,0.041666666666666664,1,0
2026-08-01,10.20.0.105,104.18.32.47,11,2902.127,2384.8392914591122,0.8217556610924031,0.2,4195.545454545455,0.830616749997194,24777.090909090908,1960.7272727272727,19.90909090909091,1.0,0.0,1,0
2026-08-01,10.20.0.105,104.26.10.78,24,2317.5449130434786,2280.3592753013804,0.9839547283278907,0.043478260869565216,4474.583333333333,0.669707639634997,41290.458333333336,2228.4166666666665,18.166666666666668,1.0,0.08333333333333333,1,0
2026-08-01,10.20.0.105,13.107.42.12,98,881.8041237113403,279.79069303030155,0.3172934731272491,0.8350515463917526,1491.1734693877552,0.6962834217897892,6096.0204081632655,688.6632653061224,7.653061224489796,1.0,0.336734693877551,1,0
2026-08-01,10.20.0.105,142.250.74.14,11,3127.3599999999997,2634.1543978587893,0.8422933074090572,0.2,4703.181818181818,0.643679221536898,27857.81818181818,2509.4545454545455,15.272727272727273,1.0,0.0,1,0
2026-08-01,10.20.0.105,151.101.1.69,21,3516.4364499999997,6058.32545619004,1.7228593612690029,0.0,2854.2380952380954,0.8092805012053104,33337.57142857143,1381.3809523809523,15.19047619047619,0.42857142857142855,0.047619047619047616,2,0
2026-08-01,10.20.0.105,17.253.144.10,8,5262.87,5121.262099168887,0.973093027030667,0.2857142857142857,3285.0,0.6614550467904398,53039.5,1945.375,19.625,1.0,0.125,1,0
2026-08-01,10.20.0.105,172.217.20.174,16,3713.1736,6351.690541932541,1.7105827052989233,0.13333333333333333,4146.875,0.5242935841469925,34180.5,3096.75,16.75,1.0,0.0625,1,0
2026-08-01,10.20.0.105,192.0.2.10,1,0.0,0.0,0.0,0.0,6040.0,0.0,1.0,2518.0,1.0,0.0,0.0,1,0
2026-08-01,10.20.0.105,192.0.2.30,3,11948.559500000001,8009.999500000001,0.6703736546652339,0.0,4063.0,0.7553646152378347,10557.666666666666,2367.3333333333335,12.333333333333334,0.3333333333333333,0.0,2,0
2026-08-01,10.20.0.105,192.0.2.40,2,31079.942,0.0,0.0,1.0,3417.0,0.30436055019022534,24301.5,3873.0,18.0,0.0,0.0,1,0
2026-08-01,10.20.0.105,192.0.2.50,1,0.0,0.0,0.0,0.0,1268.0,0.0,25397.0,2359.0,28.0,0.0,0.0,1,0
2026-08-01,10.20.0.105,198.51.100.10,7,5642.757833333333,1634.4744200653022,0.2896587924454261,0.5,3562.5714285714284,0.8683744013287297,18450.714285714286,1500.5714285714287,18.142857142857142,0.5714285714285714,0.0,2,0
2026-08-01,10.20.0.105,198.51.100.20,3,17066.2495,15189.1855,0.8900130928005007,0.0,3326.6666666666665,0.9135105956841856,38378.666666666664,3236.6666666666665,17.333333333333332,1.0,0.0,1,0
2026-08-01,10.20.0.105,203.0.113.25,8,6504.852142857142,5424.012016005586,0.8338409385617768,0.2857142857142857,4995.0,0.5421074220425415,40911.0,2045.125,14.875,0.5,0.125,2,0
2026-08-01,10.20.0.105,203.0.113.50,5,11259.75975,9847.096641388729,0.874538787684944,0.0,4866.0,0.3922558038816247,43132.8,2132.0,11.0,1.0,0.2,1,0
2026-08-01,10.20.0.105,23.215.0.136,13,3523.9071666666664,4739.952673028881,1.3450844329456317,0.16666666666666666,3959.3076923076924,0.8587286866229897,34963.230769230766,2066.4615384615386,12.76923076923077,0.7692307692307693,0.0,2,0
2026-08-01,10.20.0.105,52.85.12.44,21,2649.9893,2869.906076791331,1.0829877980229319,0.3,4748.523809523809,0.41136322044327656,36641.47619047619,2115.5238095238096,14.857142857142858,1.0,0.047619047619047616,1,0
2026-08-01,10.20.0.106,104.18.32.47,12,2484.8805454545454,3064.2622588222484,1.2331628031083965,0.09090909090909091,4097.666666666667,0.8529891158486982,44893.916666666664,2216.0833333333335,21.416666666666668,1.0,0.0,1,0
2026-08-01,10.20.0.106,104.26.10.78,14,4530.401153846154,4311.685204925276,0.9517226087726919,0.15384615384615385,4739.642857142857,0.5206647451656493,23429.35714285714,2154.8571428571427,15.928571428571429,1.0,0.07142857142857142,1,0
2026-08-01,10.20.0.106,13.107.42.12,12,4324.223272727273,6632.354024187492,1.5337677094560587,0.18181818181818182,4191.583333333333,0.6474483201521629,38322.583333333336,1541.75,15.583333333333334,1.0,0.08333333333333333,1,0
2026-08-01,10.20.0.106,142.250.74.14,152,568.1125827814569,134.8504112868891,0.237365647890893,0.8609271523178808,1532.125,0.6220359282754498,6492.230263157895,781.578947368421,7.5131578947368425,1.0,0.3092105263157895,1,0
2026-08-01,10.20.0.106,151.101.1.69,28,2030.2861481481482,3557.3114338913806,1.7521231857568715,0.07407407407407407,3689.035714285714,0.7077796171827547,43927.607142857145,2153.5714285714284,16.535714285714285,0.5357142857142857,0.03571428571428571,2,0
2026-08-01,10.20.0.106,17.253.144.10,11,5381.4079,6018.2680494305905,1.1183445227094921,0.0,5236.636363636364,0.5187753644347235,37101.818181818184,2185.5454545454545,17.09090909090909,1.0,0.09090909090909091,1,0
2026-08-01,10.20.0.106,172.217.20.174,24,2497.7069565217394,3850.2061266004007,1.5414963378899047,0.043478260869565216,4151.791666666667,0.5870399761260544,44463.083333333336,1776.6666666666667,16.416666666666668,1.0,0.041666666666666664,1,0
2026-08-01,10.20.0.106,192.0.2.10,1,0.0,0.0,0.0,0.0,6501.0,0.0,87827.0,5110.0,11.0,1.0,0.0,1,0
2026-08-01,10.20.0.106,192.0.2.20,1,0.0,0.0,0.0,0.0,7864.0,0.0,61986.0,20.0,21.0,1.0,0.0,1,0
2026-08-01,10.20.0.106,192.0.2.30,1,0.0,0.0,0.0,0.0,9056.0,0.0,10508.0,2227.0,18.0,0.0,0.0,1,0
2026-08-01,10.20.0.106,192.0.2.40,3,17571.445,581.9160000000011,0.03311713976852792,1.0,7067.0,0.44190155558316474,42387.333333333336,1325.0,15.0,0.3333333333333333,0.0,2,0
2026-08-01,10.20.0.106,192.0.2.50,3,9758.975,6952.158,0.7123860856288698,0.0,1714.6666666666667,0.1330048362587699,24929.666666666668,1350.6666666666667,8.333333333333334,0.3333333333333333,0.0,3,0
2026-08-01,10.20.0.106,198.51.100.10,4,9078.704666666667,2341.9386058452137,0.25795955390462977,0.3333333333333333,2950.0,0.45696090866534966,45223.25,3157.75,17.5,0.25,0.0,2,0
2026-08-01,10.20.0.106,198.51.100.20,2,22855.919,0.0,0.0,1.0,5077.0,0.24207208981682096,29520.0,2351.5,18.5,1.0,0.0,1,0
2026-08-01,10.20.0.106,203.0.113.25,2,5746.195,0.0,0.0,1.0,4347.5,0.18412880966072456,30155.0,3522.0,11.0,0.5,0.0,2,0
2026-08-01,10.20.0.106,203.0.113.50,2,8317.09,0.0,0.0,1.0,1013.0,0.9990128331688055,50256.5,20.5,15.5,1.0,0.0,1,0
2026-08-01,10.20.0.106,23.215.0.136,27,1642.7427307692308,1903.448473519748,1.1587015044214741,0.11538461538461539,4627.925925925926,0.5273483564778134,34490.148148148146,1864.8148148148148,16.296296296296298,0.4444444444444444,0.0,2,0
2026-08-01,10.20.0.106,52.85.12.44,23,3460.946727272727,6373.6225637110965,1.841583550964853,0.09090909090909091,4540.478260869565,0.5801508090963571,38002.913043478264,1973.4782608695652,14.173913043478262,1.0,0.08695652173913043,1,0
2026-08-01,10.20.0.107,104.18.32.47,141,612.75,167.3317300467206,0.2730831987706578,0.8714285714285714,1611.099290780142,0.7614536949732595,4221.992907801418,721.9078014184397,7.219858156028369,1.0,0.3120567375886525,1,0
2026-08-01,10.20.0.107,104.26.10.78,16,2490.8806,2294.4607247870917,0.9211444036246026,0.2,5164.125,0.513741248778274,26912.9375,2282.6875,15.1875,1.0,0.0,1,0
2026-08-01,10.20.0.107,13.107.42.12,2,714.601,0.0,0.0,1.0,3160.5,0.5098876760006328,7155.5,964.5,10.0,1.0,0.0,1,0
2026-08-01,10.20.0.107,142.250.74.14,9,3472.23475,2968.9337936320567,0.8550498475461825,0.0,3731.222222222222,0.6670808246023304,34779.0,2124.4444444444443,17.666666666666668,1.0,0.0,1,0
2026-08-01,10.20.0.107,151.101.1.69,19,1572.3988333333334,1202.3835637787345,0.7646810327566815,0.0,5047.9473684210525,0.47365701551282346,38370.57894736842,2267.8947368421054,18.42105263157895,0.42105263157894735,0.0,2,0
2026-08-01,10.20.0.107,17.253.144.10,2,970.761,0.0,0.0,1.0,1423.0,0.9564300773014758,14204.5,2133.5,20.5,1.0,0.0,1,0
2026-08-01,10.20.0.107,172.217.20.174,18,3760.664823529412,4631.596848966903,1.231589909312927,0.11764705882352941,3253.0555555555557,0.6644822965965534,36872.0,2298.9444444444443,13.833333333333334,1.0,0.1111111111111111,1,0
2026-08-01,10.20.0.107,192.0.2.10,1,0.0,0.0,0.0,0.0,1504.0,0.0,34129.0,592.0,13.0,0.0,0.0,1,0
2026-08-01,10.20.0.107,192.0.2.30,1,0.0,0.0,0.0,0.0,1452.0,0.0,32260.0,3723.0,14.0,1.0,0.0,1,0
2026-08-01,10.20.0.107,198.51.100.10,2,9379.747,0.0,0.0,1.0,5644.0,0.020021261516654856,60742.0,3537.5,15.5,0.5,0.0,2,0
2026-08-01,10.20.0.107,198.51.100.20,4,5694.731333333333,3575.7921412237533,0.6279123512453242,0.6666666666666666,3164.5,0.5664925526052937,54461.5,2201.5,20.5,1.0,0.0,1,0
2026-08-01,10.20.0.107,203.0.113.50,5,3711.1185,3131.4572159629215,0.8438041566074814,0.0,5693.8,0.6944093021641157,50303.0,2312.4,23.0,1.0,0.0,1,0
2026-08-01,10.20.0.107,23.215.0.136,11,2175.0987,2473.119536326582,1.1370148565334446,0.2,2912.181818181818,0.7898809742384675,32104.909090909092,1668.3636363636363,18.727272727272727,0.18181818181818182,0.0,2,0
2026-08-01,10.20.0.107,52.85.12.44,16,1830.6346666666666,2018.266742532832,1.1024956422396488,0.13333333333333333,3344.25,0.8213908840681741,29558.375,2085.5625,18.0,1.0,0.0,1,0
2026-08-01,10.20.0.108,104.18.32.47,6,5162.5506000000005,4281.924375145296,0.8294203208672272,0.2,3241.5,0.6841381861997654,35830.166666666664,1391.0,19.166666666666668,1.0,0.0,1,0
2026-08-01,10.20.0.108,104.26.10.78,15,5383.2552857142855,7663.379027378556,1.4235585385881855,0.2857142857142857,6154.6,0.5504343594280917,27554.666666666668,1879.8666666666666,18.6,1.0,0.06666666666666667,1,0
2026-08-01,10.20.0.108,13.107.42.12,9,2716.0191250000003,2987.1398515948927,1.099822834124886,0.0,2555.4444444444443,0.7028061477075872,40460.0,1455.111111111111,9.88888888888889,1.0,0.0,1,0
2026-08-01,10.20.0.108,142.250.74.14,6,4010.7124000000003,3429.6985596699665,0.8551345042017887,0.2,5324.833333333333,0.13467372694652624,17792.0,564.0,17.166666666666668,1.0,0.0,1,0
2026-08-01,10.20.0.108,151.101.1.69,19,3045.716722222222,3188.161853042,1.046769001785513,0.1111111111111111,3163.5789473684213,0.7347528565292708,25620.57894736842,1822.578947368421,18.94736842105263,0.47368421052631576,0.05263157894736842,2,0
2026-08-01,10.20.0.108,17.253.144.10,1,0.0,0.0,0.0,0.0,1.0,0.0,72767.0,20.0,12.0,1.0,0.0,1,0
2026-08-01,10.20.0.108,172.217.20.174,17,3587.20375,4781.135003427776,1.332830621463243,0.25,2741.529411764706,0.9635020394247804,45630.294117647056,2227.529411764706,14.705882352941176,1.0,0.058823529411764705,1,0
